College_Name,URL_CtP
Hudson Valley Community College,https://ChangingThePresent.org/collections/Hudson-Valley-Community-College
Hult International Business School,https://ChangingThePresent.org/collections/Hult-International-Business-School
Humboldt State University,https://ChangingThePresent.org/collections/Humboldt-State-University
Humphreys College-Stockton and Modesto Campuses,https://ChangingThePresent.org/collections/Humphreys-College-Stockton-And-Modesto-Campuses
Huntingdon College,https://ChangingThePresent.org/collections/Huntingdon-College
Huntingdon County Career and Technology Center,https://ChangingThePresent.org/collections/Huntingdon-County-Career-And-Technology-Center
Huntington University,https://ChangingThePresent.org/collections/Huntington-University
Huntsville Bible College,https://ChangingThePresent.org/collections/Huntsville-Bible-College
Husson University,https://ChangingThePresent.org/collections/Husson-University
Huston-Tillotson University,https://ChangingThePresent.org/collections/Huston-Tillotson-University
Hutchinson Community College,https://ChangingThePresent.org/collections/Hutchinson-Community-College
Hypnosis Motivation Institute,https://ChangingThePresent.org/collections/Hypnosis-Motivation-Institute
Icahn School of Medicine at Mount Sinai,https://ChangingThePresent.org/collections/Icahn-School-Of-Medicine-At-Mount-Sinai
ICC Technical Institute,https://ChangingThePresent.org/collections/Icc-Technical-Institute
Idaho State University,https://ChangingThePresent.org/collections/Idaho-State-University
Iliff School of Theology,https://ChangingThePresent.org/collections/Iliff-School-Of-Theology
Ilisagvik College,https://ChangingThePresent.org/collections/Ilisagvik-College
Illinois Central College,https://ChangingThePresent.org/collections/Illinois-Central-College
Illinois College,https://ChangingThePresent.org/collections/Illinois-College
Illinois College of Optometry,https://ChangingThePresent.org/collections/Illinois-College-Of-Optometry
Illinois Institute of Technology,https://ChangingThePresent.org/collections/Illinois-Institute-Of-Technology
Illinois State University,https://ChangingThePresent.org/collections/Illinois-State-University
Illinois Valley Community College,https://ChangingThePresent.org/collections/Illinois-Valley-Community-College
Illinois Wesleyan University,https://ChangingThePresent.org/collections/Illinois-Wesleyan-University
Immaculata University,https://ChangingThePresent.org/collections/Immaculata-University
Immokalee Technical Center,https://ChangingThePresent.org/collections/Immokalee-Technical-Center
Imperial Valley College,https://ChangingThePresent.org/collections/Imperial-Valley-College
Independence Community College,https://ChangingThePresent.org/collections/Independence-Community-College
Independence University,https://ChangingThePresent.org/collections/Independence-University
Indian Capital Technology Center-Muskogee,https://ChangingThePresent.org/collections/Indian-Capital-Technology-Center-Muskogee
Indian Capital Technology Center-Sallisaw,https://ChangingThePresent.org/collections/Indian-Capital-Technology-Center-Sallisaw
Indian Capital Technology Center-Stilwell,https://ChangingThePresent.org/collections/Indian-Capital-Technology-Center-Stilwell
Indian Capital Technology Center-Tahlequah,https://ChangingThePresent.org/collections/Indian-Capital-Technology-Center-Tahlequah
Indian Hills Community College,https://ChangingThePresent.org/collections/Indian-Hills-Community-College
Indian River State College,https://ChangingThePresent.org/collections/Indian-River-State-College
Indiana County Technology Center,https://ChangingThePresent.org/collections/Indiana-County-Technology-Center
Indiana Institute of Technology,https://ChangingThePresent.org/collections/Indiana-Institute-Of-Technology
Indiana State University,https://ChangingThePresent.org/collections/Indiana-State-University
Indiana University of Pennsylvania-Main Campus,https://ChangingThePresent.org/collections/Indiana-University-Of-Pennsylvania-Main-Campus
Indiana University-Bloomington,https://ChangingThePresent.org/collections/Indiana-University-Bloomington
Indiana University-East,https://ChangingThePresent.org/collections/Indiana-University-East
Indiana University-Kokomo,https://ChangingThePresent.org/collections/Indiana-University-Kokomo
Indiana University-Northwest,https://ChangingThePresent.org/collections/Indiana-University-Northwest
Indiana University-Purdue University-Fort Wayne,https://ChangingThePresent.org/collections/Indiana-University-Purdue-University-Fort-Wayne
Indiana University-Purdue University-Indianapolis,https://ChangingThePresent.org/collections/Indiana-University-Purdue-University-Indianapolis
Indiana University-South Bend,https://ChangingThePresent.org/collections/Indiana-University-South-Bend
Indiana University-Southeast,https://ChangingThePresent.org/collections/Indiana-University-Southeast
Indiana Wesleyan University,https://ChangingThePresent.org/collections/Indiana-Wesleyan-University
Institute for Clinical Social Work,https://ChangingThePresent.org/collections/Institute-For-Clinical-Social-Work
Institute for Doctoral Studies in the Visual Arts,https://ChangingThePresent.org/collections/Institute-For-Doctoral-Studies-In-The-Visual-Arts
Institute for the Psychological Sciences,https://ChangingThePresent.org/collections/Institute-For-The-Psychological-Sciences
Institute of American Indian and Alaska Native Culture,https://ChangingThePresent.org/collections/Institute-Of-American-Indian-And-Alaska-Native-Culture
Institute of Design and Construction,https://ChangingThePresent.org/collections/Institute-Of-Design-And-Construction
Institute of Taoist Education and Acupuncture,https://ChangingThePresent.org/collections/Institute-Of-Taoist-Education-And-Acupuncture
Institute of World Politics,https://ChangingThePresent.org/collections/Institute-Of-World-Politics
Interdenominational Theological Center,https://ChangingThePresent.org/collections/Interdenominational-Theological-Center
International Baptist College and Seminary,https://ChangingThePresent.org/collections/International-Baptist-College-And-Seminary
International Institute for Restorative Practices,https://ChangingThePresent.org/collections/International-Institute-For-Restorative-Practices
International Polytechnic Institute,https://ChangingThePresent.org/collections/International-Polytechnic-Institute
International Technological University,https://ChangingThePresent.org/collections/International-Technological-University
International Training Careers,https://ChangingThePresent.org/collections/International-Training-Careers
International Yacht Restoration School,https://ChangingThePresent.org/collections/International-Yacht-Restoration-School
Inver Hills Community College,https://ChangingThePresent.org/collections/Inver-Hills-Community-College
Iona College,https://ChangingThePresent.org/collections/Iona-College
Iowa Central Community College,https://ChangingThePresent.org/collections/Iowa-Central-Community-College
Iowa Lakes Community College,https://ChangingThePresent.org/collections/Iowa-Lakes-Community-College
Iowa State University,https://ChangingThePresent.org/collections/Iowa-State-University
Iowa Wesleyan College,https://ChangingThePresent.org/collections/Iowa-Wesleyan-College
Iowa Western Community College,https://ChangingThePresent.org/collections/Iowa-Western-Community-College
Irell & Manella Graduate School of Biological Sciences at City of Hope,https://ChangingThePresent.org/collections/Irell-&-Manella-Graduate-School-Of-Biological-Sciences-At-City-Of-Hope
Irvine Valley College,https://ChangingThePresent.org/collections/Irvine-Valley-College
Isabella Graham Hart School of Practical Nursing,https://ChangingThePresent.org/collections/Isabella-Graham-Hart-School-Of-Practical-Nursing
Isothermal Community College,https://ChangingThePresent.org/collections/Isothermal-Community-College
Itasca Community College,https://ChangingThePresent.org/collections/Itasca-Community-College
Itawamba Community College,https://ChangingThePresent.org/collections/Itawamba-Community-College
Ithaca College,https://ChangingThePresent.org/collections/Ithaca-College
Ivy Tech Community College,https://ChangingThePresent.org/collections/Ivy-Tech-Community-College
J Everett Light Career Center,https://ChangingThePresent.org/collections/J-Everett-Light-Career-Center
J F Drake State Community and Technical College,https://ChangingThePresent.org/collections/J-F-Drake-State-Community-And-Technical-College
J F Ingram State Technical College,https://ChangingThePresent.org/collections/J-F-Ingram-State-Technical-College
J Sargeant Reynolds Community College,https://ChangingThePresent.org/collections/J-Sargeant-Reynolds-Community-College
Jackson College,https://ChangingThePresent.org/collections/Jackson-College
Jackson State Community College,https://ChangingThePresent.org/collections/Jackson-State-Community-College
Jackson State University,https://ChangingThePresent.org/collections/Jackson-State-University
Jacksonville College-Main Campus,https://ChangingThePresent.org/collections/Jacksonville-College-Main-Campus
Jacksonville State University,https://ChangingThePresent.org/collections/Jacksonville-State-University
